market,country,city,user_id,start_date,day_of_week,box_id,assembly_line,checks_error_category,checks_error_quantity,stations,checks_confirmed_skus_count,checks_error_sku,checks_error_sku_mealkit_number,checks_error_sku_name,total_number_of_boxs
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977504A,A01,wrong_item,1,null,7,CON-00-147860-2,null,FA-NO Squash-spaghetti bolognese (FE0849),120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977639A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977639A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978167A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978167A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TV35967982A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TV35967982A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TV35968102A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TV35968102A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35968486A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35968486A,A05,null,null,null,6,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969349A,A05,extra,1,11,4,CON-00-147827-2,null,FA-NO Kylling à la Florentine (FE0224),120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969670A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969670A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969911A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969911A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36037445A,A04,missing,1,16,8,CON-00-136657-3,null,FA-DE Zucchini-Spaghetti Bolognese (FE0849),120
